TCGA.02.0047.01A.01R.1849.01	TCGA.02.0055.01A.01R.1849.01	TCGA.02.2483.01A.01R.1849.01	TCGA.02.2485.01A.01R.1849.01	TCGA.02.2486.01A.01R.1849.01	TCGA.04.1348.01A.01R.1565.13	TCGA.04.1357.01A.01R.1565.13	TCGA.04.1362.01A.01R.1565.13	TCGA.04.1364.01A.01R.1565.13	TCGA.04.1365.01A.01R.1565.13
SNORD114-18|767596	0	0	0	0	0	0	0	0	0	0
SNORD114-19|767597	0	0	0	0	0	0	0	0	0	0
SNORD114-20|767598	0	0	0	0	0	0	0	0	0	0
SNORD114-21|767599	0	0	0	0	0	0	0	0	0	0
SNORD114-22|767600	0	0	0	0	0	0	0	0	0	0
SNORD114-23|767603	0	0	0	0	0	0	0	0	0	0
SNORD114-24|767604	0	0	0	0	0	0	0	0	0	0
SNORD114-25|767605	0	0	0	0	0	0	0	0	0	0
SNORD114-26|767606	0	0	0	0	0	0	0	0	0	0
SNORD114-2|767578	0	0	0	0	0	0	0	0	0	0
SNORD114-27|767608	0	0	0	0	0	0	0	0	0	0
SNORD114-28|767609	0	0	0	0	0	0	0	0	0	0
SNORD114-29|767610	0	0	0	0	0	0	0	0	0	0
SNORD114-30|767611	0	0	0	0	0	0	0	0	0	0
SNORD114-31|767612	0	0	0	0	0	0	0	0	0	0
SNORD114-3|767579	0	0	0	0	0	0	0	0	0	0
SNORD114-4|767580	0	0	0	0	0	0	0	0	0	0
SNORD114-5|767581	0	0	0	0	0	0	0	0	0	0
SNORD114-6|767582	0	0	0	0	0	0	0	0	0	0
SNORD114-7|767583	0	0	0	0	0	0	0	0	0	0
SNORD114-8|767584	0	0	0	0	0	0	0	0	0	0
SNORD114-9|767585	0	0	0	0	0	0	0	0	0	0
SNORD115-10|100033447	0	0	0	0	0	0	0	0	0	0
SNORD115-11|100033448	0	0	0	0	0	0	0	0	0	0
SNORD115-13|100033450	0	0	0	0	0	0	0	0	0	0
SNORD115-1|338433	0	0	0	0	0	0	0	0	0	0
SNORD115-14|100033451	0	0	0	0	0	0	0	0	0	0
SNORD115-16|100033454	0	0	0	0	0	0	0	0	0	0
SNORD115-17|100033455	0	0	0	0	0	0	0	0	0	0
SNORD115-20|100033460	0	0	0	0	0	0	0	0	0	0
SNORD115-2|100033437	0	0	0	0	0	0	0	0	0	0
SNORD115-22|100033799	0	0	0	0	0	0	0	0	0	0
SNORD115-25|100033801	0	0	0	0	0	0	0	0	0	0
SNORD115-26|100033802	1.2293	0	0	0	0.6098	0	0	0	0	0
SNORD115-30|100033804	0	0	0	0	0	0	0	0	0	0
SNORD115-3|100033440	0	0	0	0	0	0	0	0	0	0
SNORD115-31|100033805	0	0	0	0	0	0	0	0	0	0
SNORD115-32|100033806	0	0	0	0	0	0	0	0	0	0
SNORD115-33|100033807	0	0	0	0	0	0	0	0	0	0
SNORD115-35|100033809	0	0	0	0	0	0	0	0	0	0
SNORD115-37|100033811	0	0	0	0	0	0	0	0	0	0
SNORD115-38|100033812	0	0	0	0	0	0	0	0	0	0
SNORD115-39|100033813	0	0	0	0	0	0	0	0	0	0
SNORD115-40|100033814	0	0	0	0	0	0	0	0	0	0
SNORD115-4|100033441	0	0	0	0	0	0	0	0	0	0
SNORD115-41|100033815	0	0	0	0	0	0	0	0	0	0
SNORD115-44|100033818	0	0	0	0	0	0	0	0	0	0
SNORD115-48|100033822	0	0	0	0	0	0	0	0	0	0
SNORD115-5|100033442	0	0	0	0	0	0	0	0	0	0
SNORD115-6|100033443	0	0	0	0	0	0	0	0	0	0
SNORD115-7|100033444	0	0	0	0	0	0	0	0	0	0
SNORD115-8|100033445	0	0	0	0	0	0	0	0	0	0
SNORD115-9|100033446	0	0	0	0	0	0	0	0	0	0
SNORD116-10|100033422	0	0	0	0	0	0	0	0	0	0
SNORD116-1|100033413	0	0	0	0	0	0	0	0	0	0
SNORD116-11|100033423	0	0	0	0	0	0	0	0	0	0
SNORD116-12|100033424	0	0	0	0	0	0	0	0	0	0
SNORD116-13|100033425	0	0	0	0	0	0	0	0	0	0
SNORD116-14|100033426	0	0	0	0	0	0	0	0	0	0
SNORD116-15|100033427	0	0	0	0	0	0	0	0	0	0
SNORD116-16|100033428	0	0	0	0	0	0	0	0	0	0
SNORD116-18|100033430	0	0	0	0	0	0	0	0	0	0
SNORD116-19|727708	0	0	0	0	0	0	0	0	0	0
SNORD116-20|100033431	23.9712	5.0456	6.3325	4.7619	0	1.20763151579936	2.38322130037577	11.1883845596961	-0.576495692471603	0.675776905709456
SNORD116-2|100033414	0	0	0	0	0	0	0	0	0	0
SNORD116-22|100033433	0	0	0	0	0	0	0	0	0	0
SNORD116-23|100033434	0	0	0	0	0	0	0	0	0	0
SNORD116-24|100033435	0	0	0	0	0	0	0	0	0	0
SNORD116-25|100033436	0	0	0	0	0	0	0	0	0	0
SNORD116-26|100033438	0	0	0	0	0	0	0	0	0	0
SNORD116-27|100033439	0	0	0	0	0	0	0	0	0	0
SNORD116-28|100033820	31.7404	11.4814	7.0839	24.5286	19.8171	10.0912119517667	7.68813673336275	57.0584820518604	-0.0882361923839949	10.700977605251
SNORD116-29|100033821	0	0	0	0	0	0	0	0	0	0
SNORD116-3|100033415	0	0	0	0	0	0	0	0	0	0
SNORD116-4|100033416	156.342	19.5319	23.9367	71.3762	12.9329	5.24084503001955	1.25096209775587	129.033915360844	-0.386879160518313	11.2272501652933
SNORD116-5|100033417	0	0	0	0	0	0	0	0	0	0
SNORD116-8|100033420	0	0	0	0	0	0	0	0	0	0
SNORD11|692058	0	0	0	0	0	0	0	0	0	0
SNORD117|692233	0	0	0	0	0	0	0	0	0	0
SNORD119|100113378	0	0	0	0	0	0	0	0	0	0
SNORD11B|100113392	0	0	0	0	0	0	0	0	0	0
SNORD121A|100113379	0	0	0	0	0	0	0	0	0	0
SNORD121B|100113385	0	0	0	0	0	0	0	0	0	0
SNORD123|100113384	0	0	0	0	0	0	0	0	0	0
SNORD124|100113390	0	0	0	0	0	0	0	0	0	0
SNORD125|100113380	0	0	0	0	0	0	0	0	0	0
SNORD126|100113391	0	0	0	0	0	0	0	0	0	0
SNORD12|692057	0	0	0	0	0	0	0	0	0	0
SNORD127|100113389	0	0	0	0	0	0	0	0	0	0
SNORD12B|100113393	0	0	0	0	0	0	0	0	0	0
SNORD12C|26765	0	0	0	0	0	0	0	0	0	0
SNORD15A|6079	0	0	0	0	0	0	0	0	0	0
SNORD15B|114599	0	1.1212	0.4222	0	0.6098	2.26785909212036	244.71361449481	0.633980974222239	2.63039797205947	1.06007415611964
SNORD16|595097	0	0	0	0	0	0	0	0	0	0
SNORD17|692086	0.6146	7.288	2.9551	1.4286	1.8293	7.36839072767844	414.465632582552	5.91353987498793	15.5895436081239	3.7086059963215
SNORD18A|595098	0	0	0	0	0	0	0	0	0	0
SNORD18B|595099	0	0	0	0	0	0	0	0	0	0
SNORD18C|595100	0	0	0	0	0	0	0	0	0	0
SNORD19|692089	0	0	0	0	0	0	0	0	0	0
SNORD19B|100113381	0	0	0	0	0	0	0	0	0	0
SNORD1A|677848	0	0	0	0	0	0	0	0	0	0
SNORD1B|677849	0	0	0	0	0	0	0	0	0	0
SNORD1C|677850	7.0623	21.253	5.4459	7.0762	10.2988	46.397560828165	23.4003968081617	25.9222196234827	15.6583503947265	25.4403151109135
SNORD20|6082	0	0	0	0	0	0	0	0	0	0
SNORD21|6083	0	0	0	0	0	0	0	0	0	0
SNORD22|9304	0	1.5137	1.6802	0.9429	0	0	0	0	0	0
SNORD23|692091	0	0	0	0	0	0	0	0	0	0
SNORD24|26820	0	0	0	0	0	0	0	0	0	0
SNORD25|9303	0	0	0	0	0	0	0	0	0	0
SNORD2|619567	0	0	0	0	0	0	0	0	0	0
SNORD26|9302	0	0	0	0	0	0	0	0	0	0
SNORD27|9301	0	0	0	0	0	0	0	0	0	0
SNORD28|9300	0	0	0	0	0	0	0	0	0	0
SNORD29|9297	0	0	0	0	0	0	0	0	0	0
SNORD30|9299	0	0	0	0	0	0	0	0	0	0
SNORD31|9298	0	0	0	0	0	0	0	0	0	0
SNORD32A|26819	0	0	0	0	0	0	0	0	0	0
SNORD32B|692092	0	0	0	0	0	0	0	0	0	0
SNORD33|26818	0	0	0	0	0	0	0	0	0	0
SNORD34|26817	0	0	0	0	0	0	0	0	0	0
SNORD35A|26816	0	0	0	0	0	0	0	0	0	0
SNORD35B|84546	0	0	0	0	0	0	0	0	0	0
SNORD36A|26815	0	0	0	0	0	0	0	0	0	0
SNORD36B|26814	0	0	0	0	0	0	0	0	0	0
SNORD36C|26813	0	0	0	0	0	0	0	0	0	0
SNORD37|26812	0	0	0	0	0	0	0	0	0	0
SNORD38A|94162	0	0	0	0	0	0	0	0	0	0
SNORD38B|94163	0	0	0	0	0	0	0	0	0	0
SNORD41|26810	0	0	0	0	0	0	0	0	0	0
SNORD42A|26809	0	0	0	0	0	0	0	0	0	0
SNORD42B|26808	0	0	0	0	0	0	0	0	0	0
SNORD43|26807	0	0	0	0	0	0	0	0	0	0
SNORD44|26806	0	0	0	0	0	0	0	0	0	0
SNORD45A|26805	0	0	0	0	0	0	0	0	0	0
SNORD45B|26804	0	0	0	0	0	0	0	0	0	0
SNORD45C|692085	0	0	0	0	0	0	0	0	0	0
SNORD46|94161	0	0	0	0	0	0	0	0	0	0
SNORD47|26802	0	0	0	0	0	0	0	0	0	0
SNORD48|26801	0	0	0	0	0	0	0	0	0	0
SNORD49A|26800	0	0	0	0	0	0	0	0	0	0
SNORD49B|692087	0	0	0	0	0	0	0	0	0	0
SNORD4A|26773	0	0	0	0	0	0	0	0	0	0
SNORD4B|26772	0	0	0	0	0	0	0	0	0	0
SNORD50A|26799	0	0	0	0	0	0	0	0	0	0
SNORD50B|692088	0	0	0	0	0	0	0	0	0	0
SNORD51|26798	0	0	0	0	0	0	0	0	0	0
SNORD52|26797	0	0	0	0	0	0	0	0	0	0
SNORD53|26796	0	0	0	0	0	0	0	0	0	0
SNORD54|26795	0	0	0	0	0	0	0	0	0	0
SNORD55|26811	0	0	0	0	0	0	0	0	0	0
SNORD56|26793	0	0	0	0	0	0	0	0	0	0
SNORD5|692072	0	0	0	0	0	0	0	0	0	0
SNORD56B|319139	0	0	0	0	0	0	0	0	0	0
SNORD57|26792	0	0	0	0	0	0	0	0	0	0
SNORD58A|26791	0	0	0	0	0	0	0	0	0	0
SNORD58C|100124516	0	0	0	0	0	0	0	0	0	0
SNORD59A|26789	0	0	0	0	0	0	0	0	0	0
SNORD59B|692090	0	0	0	0	0	0	0	0	0	0
SNORD60|26788	0	0	0	0	0	0	0	0	0	0
SNORD61|26787	0	0	0	0	0	0	0	0	0	0
SNORD62A|26786	0	0	0	0	0	0	0	0	0	0
SNORD63|26785	0	0	0	0	0	0	0	0	0	0
SNORD65|692106	0	0	0	0	0	0	0	0	0	0
SNORD66|692107	0	0	0	0	0	0	0	0	0	0
SNORD6|692075	0	0	0	0	0	0	0	0	0	0
SNORD67|692108	0	0	0	0	0	0	0	0	0	0
SNORD68|606500	0	0	0	0	0	0	0	0	0	0
SNORD69|692109	0	0	0	0	0	0	0	0	0	0
SNORD70|692110	0	0	0	0	0	0	0	0	0	0
SNORD71|692111	0	0	0	0	0	0	0	0	0	0
SNORD72|619564	0	0	0	0	0	0	0	0	0	0
SNORD73A|8944	0	0	0	0	0	0	0	0	0	0
SNORD74|619498	0	0	0	0	0	0	0	0	0	0
SNORD75|692195	0	0	0	0	0	0	0	0	0	0
SNORD76|692196	0	0	0	0	0	0	0	0	0	0
SNORD7|692076	0	0	0	0	0	0	0	0	0	0
SNORD77|692197	0	0	0	0	0	0	0	0	0	0
SNORD78|692198	0	0	0	0	0	0	0	0	0	0
SNORD79|26770	0	0	0	0	0	0	0	0	0	0
SNORD80|26774	0	0	0	0	0	0	0	0	0	0
SNORD81|26769	0	0	0	0	0	0	0	0	0	0
SNORD82|25826	0	0	0	0	0	0	0	0	0	0
SNORD8|319103	0	0	0	0	0	0	0	0	0	0
SNORD84|692199	0	0	0	0	0	0	0	0	0	0
SNORD85|692200	0	0	0	0	0	0	0	0	0	0
SNORD86|692201	0	0	0	0	0	0	0	0	0	0
SNORD87|641648	0	0	0	0	0	0	0	0	0	0
SNORD88A|692202	0	0	0	0	0	0	0	0	0	0
SNORD88B|692203	0	0	0	0	0	0	0	0	0	0
SNORD88C|692204	0	0	0	0	0	0	0	0	0	0
SNORD89|692205	0	0	0.4222	0	0	0	0	0	0	0
SNORD90|692206	0	0	0	0	0	0	0	0	0	0
SNORD91A|692207	0	0	0	0	0	0	0	0	0	0
SNORD91B|692208	0	0	0	0	0	0	0	0	0	0
SNORD92|692209	0	0	0	0	0	0	0	0	0	0
SNORD93|692210	0	0	0	0	0	0	0	0	0	0
SNORD94|692225	0	0	0	0	0	0	0	0	0	0
SNORD95|619570	0	0	0	0	0	0	0	0	0	0
SNORD9|692053	0	0	0	0	0	0	0	0	0	0
SNORD96A|619571	0	0	0	0	0	0	0	0	0	0
SNORD96B|692226	0	0	0	0	0	0	0	0	0	0
SNORD97|692223	0	1.1212	0	1.9048	0.6098	2.41751693609518	27.5191888930183	0.114597546064531	0.573883661360565	0.766413158392409
SNORD98|692211	0	0	0	0	0	0	0	0	0	0
SNORD99|692212	0	0	0	0	0	0	0	0	0	0
SNPH|9751	932.42	288.718	188.285	446.667	257.927	57.3156367754805	65.2506804735712	277.231624200573	312.842712905333	21.1605631169407
SNRK|54861	982.206000000001	612.754	1628.29	1299.52	241.463	574.545780102117	525.469706142508	893.486736845957	395.027270420819	336.661647628583
SNRNP200|23020	6645.56	3542.54	5511.35	9497.14	4198.78	6012.06511508653	4408.20621003054	5717.34459574136	6283.49489545707	6031.92220074457
SNRNP25|79622	884.477	684.513	624.802	906.191	631.098	1077.90483918813	580.731346970801	284.425764897881	925.975099727197	1925.23936997107
SNRNP27|11017	631.857	733.287	1150.82	818.095	984.756	730.897666447179	502.138082383615	377.175701095149	790.598101388406	775.394217260121
SNRNP35|11066	307.231	229.847	470.29	344.138	507.122	657.164747024995	475.293229708695	505.831851615875	987.259177276254	596.846868618293
SNRNP40|9410	602.354	1357.81	1366.12	1010	651.829	1862.60784634958	981.253784081778	773.929942191468	1350.89917192472	1641.37645062849
SNRNP48|154007	203.448	336.931	277.361	268.095	266.463	450.615006012051	636.852046248057	647.693021099342	757.916462874454	386.125493860508
SNRNP70|6625	2045.55	2290.68	2655.41	4918.1	1920.12	3445.65395573661	4491.10653228465	2777.49148778196	3433.2182705455	3245.34900866688
SNRPA1|6627	183.78	429.432	434.829	238.095	320.732	1058.4115683313	596.112737283726	654.339122559192	1295.24427240865	1842.39889922666
SNRPA|6626	811.949	842.607	2042.43	1734.76	965.244	4293.16373732562	1541.4126648042	1509.93598835392	2468.60652498466	2385.53393587502
SNRPB2|6629	624.481	1640.92	2414.78	939.047999999999	1472.56	1869.46510180766	1454.55597916713	1354.56634656079	6299.75792304159	2066.79463106851
SNRPB|6628	1306.12	4731.6	6999.89	3155.71	2496.95	6604.36594327069	4058.08188747591	7670.37088844299	15804.9780706479	8642.72330218461
SNRPC|6631	691.478	1653.82	2116.73	1411.43	1829.88	2667.9509014037	2893.84656223794	2411.23070502207	4104.48353256801	2975.82075131558
SNRPD1|6632	661.975	1219.34	2390.71	896.191	822.561	2040.48498375672	1074.26277755455	901.464835490158	1310.41854046599	2228.48551579442
SNRPD2|6633	1762.81	5367.9	5315.88	4263.81	3956.71	10595.4653338326	5440.46955288676	4630.65354855286	4991.27000280981	5085.40674386947
SNRPD3|6634	1042.31	1407.12	1435.13	1229.62	780.628	2438.8669241969	2365.3384895306	1471.24039671212	2388.93306618364	2145.83151119532
SNRPE|6635	330.68	904.275	1301.11	558.095	798.171	1625.05131514954	1968.02845077213	745.039181223788	3015.52992683437	2690.64606972353
SNRPF|6636	401.979	678.346	1496.99	592.857	774.39	2207.27193470972	734.379150950787	1259.47753002508	2270.81459777944	1805.65336447357
SNRPG|6637	429.024	1047.23	1287.18	615.714	1052.44	1556.98145311262	941.50869044279	1113.81838116638	1806.48962505368	1866.45215204636
SNRPN|6638	4160.69	3185.28	4130.59	4335.55	4199.59	1798.24871323981	1265.40716851728	3925.80106047262	123.580109064839	1863.9391135861
SNTA1|6640	1165.37	777.015	250.765	2924.29	1900	491.428109785016	132.523994348683	369.258878252671	2662.5539438964	380.491977636821
SNTB1|6641	1341.16	436.72	1119.16	1071.43	776.22	634.878393348005	185.055739345745	1182.46304847712	429.405116880184	974.085019158772
SNTB2|6645	595.593	976.034	396.412	405.714	481.098	892.108056328736	831.732723686733	296.824307698077	322.872940269814	362.802257675336
SNTG1|54212	121.7	2.2425	276.095	53.3333	5.4878	0	0	0	0	0
SNTG2|54221	0	0.5606	0.8443	6.6667	0	0	0	0	0	0
SNTN|132203	0	0	0	0	0	1.60904532904995	1.08923930467878	13.6920422460276	96.7094741108646	4.76266696640647
SNUPN|10073	272.289	875.683	547.968	649.524	739.024	871.79935919096	800.919729730451	511.029830332592	695.550105011354	452.15011193574
SNURF|8926	310.815	139.083	131.01	199.933	120.652	186.981069580271	27.9038694192314	412.837360460547	12.5591357160348	253.550595914437
SNW1|22938	955.161999999999	1236.16	1650.24	1497.14	1657.32	1157.79065024705	956.492509059048	1168.16877784871	1373.77244354537	1202.22898051465
SNX10|29887	2223.18	1272.04	387.968	119.048	2325	618.973112281534	504.331331367797	103.244722487453	81.0037699378137	689.896015658582
SNX11|29916	663.819	799.439	859.525	775.238	1334.76	513.062227441261	538.439430569771	497.232584473526	313.713412409962	657.500211610147
SNX12|29934	276.591	294.884	289.604	216.667	260.366	233.181999417165	351.161964612494	211.716497436779	171.939751053088	179.454521771682
SNX13|23161	1085.47	1348.84	751.873	926.191	1112.8	423.400640536747	716.061361873549	552.963230245569	584.483604671933	511.789571679112
SNX14|57231	985.279	1139.17	957.467	1065.24	1484.15	435.692993908175	627.988598790208	1427.40580920091	760.08933912534	817.071538464103
SNX15|29907	454.839	450.175	761.161	780.719	760.366	732.752293388621	652.601402020373	1520.23643606447	691.959769370055	627.902460282631
SNX16|64089	209.595	296.006	241.9	205.714	150.61	274.48348674178	188.350263398858	164.365293569817	426.241981201994	305.828301501953
SNX1|6642	2834.14	2669.1	2251.4	1566.19	2530.49	3439.27097967643	1626.93125884074	1412.22467754451	3040.69235282234	2131.11443327982
SNX17|9784	3046.19	3309.88	3945.12	2727.14	4407.32	3507.60283088746	2814.25555390243	1935.03668446527	4558.29764643837	3280.05675730831
SNX18|112574	1105.75	1395.94	618.048	583.333	775	510.433333625429	1230.21065757157	694.57096870548	615.505967297728	647.689631500748
SNX19|399979	2568.61	1266.99	1128.87	2107.62	1894.51	676.842436254067	1890.18210471342	3906.52727299942	912.862286468925	1303.71199269305
SNX20|124460	73.6777	43.7281	32.5995	65.9143	116.61	60.8955947749743	170.813905797627	18.9935249164796	0.86934853252952	57.2735997823336
SNX21|90203	534.62	565.236	186.706	231.2	550.195	517.612695427068	450.995987259758	238.771360405107	810.359300948855	215.664239007772
SNX22|79856	1139.51	405.741	1571.85	132.195	261.64	412.265938780664	159.221999237105	99.46856275293	563.278054031809	221.075113491324
SNX24|28966	420.419	277.505	238.522	404.286	495.122	308.412653923986	414.117662134079	215.343982959188	219.586841449859	162.565133704878
SNX25|83891	242.786	440.645	273.562	148.095	209.146	172.475780011551	157.632443209219	118.705536308224	278.155194196235	223.69485700306
SNX2|6643	1319.65	1520.95	1098.05	1097.62	1898.78	1933.40418043597	3400.00127197739	1389.14472810233	1099.50266769964	1208.28116648581
SNX27|81609	2403.5	963.913	1166.46	1406.4	1258.44	870.766353584626	1219.00607297631	399.509150366382	909.690019127988	663.995338386439
SNX29|92017	826.7	401.962	530.237	711.429	315.854	477.156959783451	403.973767734183	305.875853820666	288.564917683179	234.006210610636
SNX30|401548	671.195	508.479	1242.01	500	359.146	407.966884487761	242.905617454983	784.346778397045	247.170240857602	454.836167230445
SNX31|169166	55.9329	1.6819	2.9551	134.286	7.3171	19.9019191402143	13.6675025765611	45.0541970568454	17.7884008355352	36.4559031818742
SNX32|254122	23.3566	75.6833	75.1451	157.619	53.6585	9.76746959757789	2.47342285065839	9.04470145804374	19.9577821136273	7.46781993650273
SNX33|257364	620.179	694.604	400.211	337.143	535.366	511.719801155622	686.735739917983	679.505461795915	518.874680356275	362.198296413808
SNX3|8724	4694.06	7049.75	4510.82	6289.52	10753	2138.19222176965	4004.36101366253	3370.15494266544	3093.29254640789	3636.70695949242
SNX4|8723	1434.59	557.814	1385.54	1164.76	971.951	687.351439743157	727.360974402987	1136.82506750002	963.718406399132	826.434428899327
SNX5|27131	2321.52	2642.75	2063.54	2387.14	2523.17	2369.17703480711	1600.64475964154	1642.37055331981	4878.75120539148	2072.95371028578
SNX6|58533	1377.42	1669.52	1390.61	1440	1966.46	1814.56337903079	1785.49294678986	1472.98354275792	1593.55336389411	1802.67185727214
SNX7|51375	601.74	1162.16	447.071	475.238	827.439	296.568568595264	141.150244625722	248.967113504782	198.214523075359	431.032075749441
SNX8|29886	399.521	834.758	295.514	373.333	561.585	429.995863503167	436.057579689597	354.673592295686	333.182801911246	673.408925642973
SNX9|51429	1194.26	1719.97	469.024	688.095	1385.37	829.490251981034	1123.61978311437	1920.18492332642	691.441230137186	653.484107859863
SOAT1|6646	918.897	1515.91	567.388	548.571	1533.54	568.9544404387	772.245367507327	259.795430872879	606.661656099664	704.721367472329
SOAT2|8435	0.6146	1.6819	0	0	0.6098	0.74072190592853	1.26011759638169	0.374461444621545	0.374461444621545	2.01204591051007
SOBP|55084	722.825	200.14	626.069	1230	489.024	23.9182892196666	68.3833253618166	42.4421309194523	194.910557792487	111.668525280472
SOCS1|8651	26.4298	130.063	24.4855	99.5238	98.1707	211.617721064463	296.546373780582	161.436103427728	49.5603111875525	179.776632118265
SOCS2|8835	301.792	438.402	469.024	4570.48	1967.68	29.7801273108051	64.7092598395579	44.78718530265	50.9080908869471	30.9431522743401
SOCS3|9021	1561.82	7675.96	1073.56	1322.86	3912.2	2714.44203850865	1943.87433415373	4760.11907997919	3241.83697079969	1900.80894740069
SOCS4|122809	760.933	625.088	894.143	972.381	812.195	328.611243822641	601.574534619154	366.393466019387	328.409359158775	328.564502178495
SOCS5|9655	483.113	861.107	575.409	716.667	427.439	400.285617684408	470.208390886442	433.0765324969	678.855366684661	320.370522213396
SOCS6|9306	705	724.877	1096.36	779.524	577.439	296.99414442032	783.774269223941	646.969873103625	283.418006275627	290.956948381844
SOCS7|30837	131.535	26.9096	31.2401	74.2857	24.3902	10.2873911768299	41.2955583348363	35.6174885930955	21.7471595903986	17.3849217252968
SOD1|6647	3350.44	5430.13	3745.86	2902.38	6143.29	5659.3072655387	5460.04668829203	5421.40870175426	5093.91964340523	3835.52710788332
SOD2|6648	20819.3	28315.1	5124.22	12955.7	79550.6	6497.61083363143	4247.15305944709	4760.51716587853	1619.97333868961	3784.7008342912
SOD3|6649	802.114	723.196	125.383	116.667	285.366	104.509979984624	6100.90462634188	96.0911984868324	127.36970116362	1638.8180338543
SOHLH1|402381	9.8344	3.9243	0.4222	2.8571	0	0	0	0	0	0
SOHLH2|54937	10.449	62.7891	54.8982	229.086	35.9756	493.202537218138	1.62985627184802	3.4133867305854	108.600918373296	23.0928486263424
SOLH|6650	430.868	621.163	492.665	583.809	318.293	1335.75723498858	1469.02654876934	1364.26885956189	1173.65096130821	1500.8553926307
SON|6651	3955.87	3748.28	3554.62	4125.71	2886.59	3410.43737099081	3303.90619691218	3565.24720012493	3206.60449422772	2242.66875113577
SORBS1|10580	12594.7	2134.27	2191.45	2404.29	3231.71	190.570960762728	351.172214101655	489.665450768704	135.526368351319	155.302499597694
SORBS2|8470	337.441	226.489	272.296	775.238	276.829	45.1424009895958	78.7337966403573	88.2059831966761	251.822933640551	252.666595918442
SORBS3|10174	2516.36	2202.1	2208.76	1683.33	1425	2505.39250136669	1057.71162261835	1487.14930227185	1360.47618987973	483.999089503712
SORCS1|114815	517.533	54.3798	118.628	40.9524	28.0488	-0.279765523219262	4.7897698965849	3.24073768156232	0.0229999672107126	6.32380470001136
SORCS2|57537	138.296	412.053	127.071	86.6667	264.024	2.86380693912269	17.7258424939715	58.7775271257151	61.739565113669	8.7789758078441
SORCS3|22986	599.895	32.5158	285.805	33.3333	76.8293	0	0	0	0	0
SORD|6652	411.813	423.266	392.612	235.714	515.244	1396.90295009565	490.505657637966	500.400934608967	1106.39534974815	994.964669293024
SORL1|6653	5310.55	1468.26	1451.82	2605.24	3757.93	1750.85132063015	9460.915153995	5591.51855407731	856.132141308467	2824.35774587971
SORT1|6272	6245.43	10329.9	3796.94	4901.9	6273.17	2092.47465343013	3791.34005083366	3359.52022183783	2820.5237193942	3688.32443576044
SOS1|6654	1240.36	778.697	1128.44	891.905	721.951	1129.21128381035	2053.04587527527	998.138007807192	1123.7617316412	1495.9424350056
SOS2|6655	1295.06	633.497	930.026000000001	869.048	759.146	382.459006852439	1339.59874367074	878.790305498041	543.835294239622	447.170446768496
SOST|50964	0	100.35	0	0	0.6098	0.387307114722553	1.72737713998145	9.22740959261333	25.0831512723225	1.36031941398749
SOSTDC1|25928	6.7611	22.4247	1.6887	37.619	1.2195	14.2704629221144	5.6928443992881	246.850068324112	29.1619653219728	162.69944326299
SOX10|6663	3751.81	86.8956	3395.88	37.619	666.463	-0.341130184798154	1.75959022164084	1.58210550375185	2.93296422542945	-0.145077527384387
SOX11|6664	1642.34	174.912	6970.34	4958.57	155.488	55.0137543081786	4.42319292505749	145.056519654382	0.231452573472759	3.55341440073931
SOX12|6666	1100.83	565.102	871.767999999999	807.619	312.805	2528.13556405804	1169.16688900207	1892.39837859293	9430.6625155542	3294.62616999806
SOX13|9580	1111.9	426.629	909.763	1011.43	376.219	1085.00608248932	3395.30052689173	987.717114017724	1394.63103859663	2324.17368376829
SOX14|8403	0	0	0	0	0	0	0	0	0	0
SOX15|6665	81.7481	19.061	162.533	120	281.098	27.3379734949059	13.2963043208689	5.7060750189479	22.3901790218393	8.52288180661628
SOX1|6656	86.0506	5.0456	466.491	37.1429	1.8293	0	0	0	0	0
SOX17|64321	25.2005	12.8942	71.7678	30.4762	10.3659	5208.37695791325	2789.7191425656	7336.73868363891	9149.42853721529	2825.30922897317
SOX18|54345	89.1238	30.2733	263.852	527.619	29.878	411.337461657727	465.289224306364	381.054398976357	2494.04834264182	625.660131118606
SOX21|11166	275.976	89.6987	413.298	834.286	560.976	0.996557086883174	4.15739624838986	2.65279868654121	13.8100481870473	-0.300565917398027
SOX2|6657	5109.56	1270.92	10590.8	12063.8	4085.37	2.35439320671787	1379.47244968439	0.990875515657984	0.797888783553011	138.927923274541
SOX2OT|347689	3033.28	639.103	1286.33	2268.57	1016.46	-0.256957861541717	41.5956751636186	1.47349753629642	2.23648255434177	0.107545752942885
SOX30|11063	0.6146	3.9243	2.1108	9.0476	1.2195	21.5626945323761	11.4790553161853	237.29997940364	-0.0913833812611303	14.8793312381241
SOX3|6658	79.2895	312.264	119.894	43.8095	9.1463	0	0	0	0	0
SOX4|6659	3984.76	1002.94	20115.7	9858.1	1136.59	2280.45605851997	2694.22278517478	4428.63887461615	4509.10191103247	5801.20343388917
SOX5|6660	263.684	29.1521	154.09	178.571	21.3415	144.086016491999	54.3510191541052	131.106852881451	162.889806249841	4.736594838869
SOX6|55553	1449.95	57.7435	2489.08	1061.9	346.341	67.5059783999846	31.0686954055867	324.522947010912	690.092684060425	6.36759661850141
SOX7|83595	29.3125	77.3651	72.1731	67.1429	3.2256	20.1633777446759	28.9006829336431	36.7144806186331	46.287289582554	21.2665446189722
SOX8|30812	3094.13	73.4408	6742.8	3329.52	161.585	1.20334360021507	2.03276856645987	1.23811550359538	0.561437623973714	1.11401012107065
